frame_id	rectstat (12 bits, the left top rectangle is the lowest bit)
185			000100110011
186			000100110010
187			000000110010
188			000000110010
189			000001110010
190			000001110010
191			000000110010
192			000000110010
193			010000110010
194			010000110010
195			000000110010
196			010000010010
197			010000010010
198			011000000010
199			010000000010
200			011001000010
201			011000000000
202			010001000000
203			010000000110
204			000000010110
205			000000010110
206			000000000111
207			010000000110
208			001000000110
209			000000000100
210			000001000100
211			000001000100
212			010001000100
213			010010010100
214			010010010100
215			010010010100
216			000010010100
217			010011010101
218			010110010101
219			010011010101
220			010011000111
221			010010000110
222			010010000110
223			001010000110
224			011010000110
225			011010000010
226			011010000010
227			010010000000
228			010110100010
229			000010000000
230			010001000000
231			010111000010
232			010111000011
233			010101000001
234			000001000001
235			000101000000
236			000001000001
237			010001000001
238			010001000000
239			010000000000
240			010001000000
241			010011000000
242			010001000000
243			010001000001
244			000001000000
245			001001000011
246			001000000010
247			001001000011
248			001001000010
249			001001000010
250			000001000010
251			011001000010
252			011001000010
253			011001000011
254			011001010011
255			011000000000
256			010000000001
257			010001000101
258			010011000100
259			010001000101
260			010000000101
261			011001000101
262			001001000101
263			011000000100
264			011000000101
265			011000000100
266			010000000110
267			011010000101
268			010010000001
269			010010000001
270			011000000001
271			011010010001
272			011010010101
273			010010010101
274			010010010001
275			010011000001
276			010010100001
277			010000000100
278			010000000101
279			010000000101
280			010000100100
281			010000100001
282			010000100001
283			011001100011
284			010000100001
285			010000100011
286			010000100001
287			011000100011
288			011000100011
289			010000100011
290			010000100011
291			010000100011
292			010000100011
293			010000000011
294			010000010011
295			010000010011
296			110000010011
297			010000010011
298			000000100011
299			000000000011
300			010000000011
301			100001000011
302			110000000011
303			000000000010
304			110000000010
305			100001000010
306			100000010010
307			100000000010
308			000000000010
309			000000000010
310			100000000010
311			000000000010
312			000000000010
313			000000000010
314			000000000010
315			000000000010
316			000000000010
317			000000000000
318			000000000000
319			001001000010
320			001001000010
321			001000000010
322			000001000010
323			001000010011
324			001001000000
325			000000000010
326			000000000100
327			001000000100
328			001000000100
329			001000000100
330			001000000100
331			011000000100
332			000000010101
333			000000000000
334			010000010101
335			010000000100
336			000000000101
337			000000000001
338			010000000001
339			010000000001
340			010000000001
341			010000010000
342			010000000010
343			000000010001
344			010001010000
345			010000000101
346			010000010001
347			010000010001
348			011000010101
349			011000001100
350			011001011100
351			101000001100
352			100000001100
353			011000001100
354			010000001110
355			011000001100
356			010001001111
357			010000001111
358			010001001111
359			010000001111
360			010000001110
361			010000001111
362			000000001111
363			010000001011
364			010000001011
365			010000001011
366			001000001011
367			001000001010
368			000001001011
369			000000001011
370			000000001011
371			100001001011
372			000001001011
373			100000001001
374			100000001001
375			100000001001
376			010000001001
377			010000000010
378			010000001011
379			010000000011
380			010000010011
381			010000000001
382			010000010001
383			010000000001
384			010000000001
385			010000000000
386			010000000001
387			010000000001
388			010000000001
389			010000000001
390			010000000001
391			010000000001
392			010000000000
393			010000000100
394			010000000000
395			010000000100
396			010000000100
397			010000000100
398			010000000101
399			010000000101
400			000000000101
401			000000000100
402			000000000100
403			000000000100
404			000000000100
405			100000000100
406			100000000100
407			100000000100
408			010000000000
409			010000000000
410			010000000000
411			010000000000
412			010000000000
413			010000000010
414			010000000000
415			010000000010
416			000000000010
417			010001000010
418			010000000010
419			010000000011
420			010000000001
421			010000000001
422			110000000001
423			010000000001
424			010000000000
425			010000000000
426			010000000000
427			010001000000
428			010001000000
429			010001000000
430			010001000000
431			010000000001
432			010001000001
433			011001010001
434			011001010000
435			010000010000
436			010000000001
437			011001000000
438			001000000000
439			010001000000
440			010010000001
441			000000000000
442			010000000000
443			010000000000
444			000000000000
445			000000000000
446			000000000000
447			000001000000
448			000001000000
449			100000000000
450			100010000000
451			000000000000
452			000000000000
453			010000000000
454			010000000000
455			010001000010
456			010000000000
457			010000000001
458			010000000001
459			010000000000
460			010001000000
461			010000000000
462			010000000001
463			010000000000
464			010000000000
465			010000000000
466			000000000000
467			000000000000
468			010001000000
469			010001000100
470			000000000000
471			000000000100
472			010000000000
473			010000000000
474			010000000000
475			000000000000
476			000000000000
477			010000000000
478			010001000000
479			000001000000
480			000000000000
481			000000000000
482			000000000000
483			000001000000
484			000000000100
485			000001000000
486			000001000000
487			001000000000
488			001000000000
489			010001000000
490			000001000000
491			011001000101
492			011000000000
493			010000000101
494			000000000101
495			000000000101
496			010000000101
497			010000000101
498			010000000101
499			001000000101
500			000000000101
501			000001000101
502			010001000101
503			000001000101
504			010001000101
505			010001010100
506			010001000100
507			000001010100
508			010001000101
509			010000000101
510			010000000101
511			010001000101
512			010000000101
513			010000000101
514			010000000101
515			010000000100
516			010001010110
517			010000010110
518			010000000110
519			010000000110
520			010001000110
521			010000000110
522			011001000110
523			001001000100
524			001001000110
525			011001000101
526			000001010101
527			011001010101
528			000001010101
529			000001010101
530			000000000101
531			000001000001
532			000000000101
533			010000000101
534			000000000101
535			010000000101
536			010000100101
537			001001100101
538			011001000101
539			000001000101
540			000001000101
541			010001000100
542			010000000000
543			010000000010
544			010000010000
545			000000000000
546			000000000010
547			000000000000
548			110000000100
549			110000000001
550			000000000100
551			000000000001
552			000000000101
553			000000000101
554			000010000101
555			000000000101
556			010000000100
557			010000000110
558			010000000110
559			010001000111
560			010001000111
561			010001010111
562			011001010111
563			011001000110
564			011001000100
565			011001000110
566			001001010010
567			011001000010
568			001000000011
569			001010010010
570			001010010011
571			001010010001
572			001010010011
573			001010010011
574			001010000011
575			001010000010
576			000010000001
577			000010000000
578			000010000010
579			000000010010
580			000000000010
581			000000000010
582			000001000110
583			000000010011
584			001001010011
585			000001010111
586			000001010110
587			000000000111
588			000000000100
589			000010000100
590			000000000000
591			000000000000
592			000000000100
593			000000010000
594			000000100000
595			000100010000
596			000000100000
597			000110000000
598			000100100000
599			000110100000
600			000110100011
601			000110100000
602			001110100011
603			000110100000
604			000110110011
605			001110100010
606			001110100010
607			000110010010
608			000110100010
609			000110000010
610			000110100000
611			000110100000
612			011010100100
613			000010100100
614			000010100110
615			000010100110
616			000010100110
617			010010100100
618			000010100100
619			000001100010
620			010001100011
621			000011100010
622			000001100010
623			000011100010
624			010011000110
625			000011000110
626			000011000110
627			000111000011
628			010011000011
629			010011000011
630			010111000011
631			010111000011
632			010001000011
633			011000000011
634			010000000011
635			001000000010
636			010000100011
637			001001001010
638			001001110110
639			001001110111
640			011001110101
641			011101110010
642			011101110000
643			011001100000
644			011101110010
645			001101100000
646			011001100000
647			001001100000
648			011001100000
649			011001110000
650			001101110000
651			011101110000
652			011001110000
653			011001110000
654			011011100010
655			010010100010
656			010000110000
657			010010110000
658			010101010000
659			000100010000
660			010100010000
661			010000110000
662			000000010000
663			010100010000
664			010000110000
665			000000010000
666			000000110000
667			000000110000
668			000000110000
669			010000110000
670			001000010001
671			011000110011
672			010000110001
673			010000110001
674			011100110001
675			011010110001
676			011100110001
677			010000110001
678			011000110001
679			010000110000
680			010001111100
681			010000111100
682			010000101100
683			010000111101
684			010000101100
685			011000100101
686			010000110100
687			010000111100
688			010001111100
689			010000110100
690			000000011100
691			010100011100
692			010100111100
693			010100011100
694			010100111101
695			010000011101
696			010000001101
697			010100011101
698			010001011101
699			010100011101
