frame_id	rectstat (12 bits, the left top rectangle is the lowest bit)
382	7	1
382	8	0
382	9	1
382	10	0
382	11	0
384	0	0
384	1	0
384	2	0
384	3	0
384	4	0
384	5	0
384	6	0
384	7	1
384	8	0
384	9	1
384	10	0
384	11	0
386	0	0
386	1	1
386	2	1
386	3	1
386	4	1
386	5	1
386	6	1
386	7	1
386	8	0
386	9	1
386	10	1
386	11	0
388	0	0
388	1	1
388	2	1
388	3	1
388	4	1
388	5	1
388	6	1
388	7	1
388	8	0
388	9	1
388	10	1
388	11	0
390	0	1
390	1	1
390	2	1
390	3	1
390	4	1
390	5	1
390	6	1
390	7	1
390	8	0
390	9	0
390	10	1
390	11	0
392	0	1
392	1	1
392	2	1
392	3	1
392	4	1
392	5	1
392	6	1
392	7	0
392	8	0
392	9	0
392	10	1
392	11	0
394	0	1
394	1	1
394	2	1
394	3	1
394	4	1
394	5	1
394	6	1
394	7	1
394	8	0
394	9	1
394	10	1
394	11	0
396	0	1
396	1	1
396	2	1
396	3	1
396	4	1
396	5	1
396	6	1
396	7	1
396	8	0
396	9	1
396	10	1
396	11	0
398	0	1
398	1	1
398	2	1
398	3	1
398	4	1
398	5	1
398	6	1
398	7	1
398	8	1
398	9	0
398	10	1
398	11	0
400	0	0
400	1	1
400	2	1
400	3	1
400	4	1
400	5	1
400	6	1
400	7	1
400	8	1
400	9	0
400	10	1
400	11	0
402	0	1
402	1	1
402	2	1
402	3	1
402	4	1
402	5	1
402	6	1
402	7	1
402	8	1
402	9	0
402	10	1
402	11	0
404	0	0
404	1	1
404	2	1
404	3	1
404	4	1
404	5	1
404	6	1
404	7	1
404	8	1
404	9	0
404	10	1
404	11	0
406	0	1
406	1	1
406	2	1
406	3	1
406	4	1
406	5	1
406	6	1
406	7	1
406	8	0
406	9	0
406	10	1
406	11	0
408	0	1
408	1	1
408	2	1
408	3	1
408	4	1
408	5	1
408	6	1
408	7	1
408	8	0
408	9	0
408	10	1
408	11	0
410	0	1
410	1	1
410	2	1
410	3	1
410	4	1
410	5	1
410	6	1
410	7	1
410	8	0
410	9	0
410	10	1
410	11	0
412	0	1
412	1	1
412	2	1
412	3	1
412	4	1
412	5	1
412	6	1
412	7	1
412	8	0
412	9	0
412	10	1
412	11	0
414	0	1
414	1	1
414	2	1
414	3	1
414	4	1
414	5	1
414	6	1
414	7	1
414	8	0
414	9	0
414	10	1
414	11	1
416	0	1
416	1	1
416	2	0
416	3	0
416	4	0
416	5	1
416	6	1
416	7	1
416	8	0
416	9	0
416	10	1
416	11	1
418	0	1
418	1	1
418	2	1
418	3	1
418	4	1
418	5	1
418	6	1
418	7	1
418	8	1
418	9	0
418	10	1
418	11	1
420	0	1
420	1	1
420	2	1
420	3	1
420	4	1
420	5	1
420	6	1
420	7	1
420	8	1
420	9	0
420	10	1
420	11	1
422	0	1
422	1	1
422	2	1
422	3	1
422	4	1
422	5	1
422	6	1
422	7	1
422	8	0
422	9	0
422	10	1
422	11	1
424	0	1
424	1	1
424	2	1
424	3	1
424	4	1
424	5	1
424	6	1
424	7	1
424	8	1
424	9	0
424	10	1
424	11	1
426	0	1
426	1	1
426	2	1
426	3	1
426	4	1
426	5	1
426	6	1
426	7	1
426	8	1
426	9	0
426	10	1
426	11	0
428	0	1
428	1	1
428	2	1
428	3	1
428	4	1
428	5	1
428	6	1
428	7	1
428	8	1
428	9	0
428	10	1
428	11	0
430	0	1
430	1	1
430	2	1
430	3	1
430	4	1
430	5	1
430	6	1
430	7	1
430	8	0
430	9	0
430	10	1
430	11	1
432	0	1
432	1	0
432	2	0
432	3	0
432	4	0
432	5	1
432	6	1
432	7	0
432	8	0
432	9	0
432	10	0
432	11	1
434	0	1
434	1	0
434	2	0
434	3	0
434	4	0
434	5	0
434	6	1
434	7	0
434	8	0
434	9	0
434	10	0
434	11	1
436	0	1
436	1	1
436	2	0
436	3	0
436	4	1
436	5	1
436	6	1
436	7	1
436	8	0
436	9	0
436	10	1
436	11	1
438	0	1
438	1	1
438	2	1
438	3	1
438	4	1
438	5	1
438	6	1
438	7	1
438	8	1
438	9	0
438	10	1
438	11	1
440	0	1
440	1	1
440	2	1
440	3	1
440	4	1
440	5	1
440	6	1
440	7	1
440	8	1
440	9	0
440	10	1
440	11	1
442	0	1
442	1	1
442	2	0
442	3	0
442	4	1
442	5	1
442	6	1
442	7	1
442	8	1
442	9	0
442	10	1
442	11	1
444	0	1
444	1	1
444	2	0
444	3	0
444	4	1
444	5	1
444	6	1
444	7	1
444	8	1
444	9	0
444	10	1
444	11	1
446	0	1
446	1	1
446	2	0
446	3	0
446	4	1
446	5	1
446	6	1
446	7	1
446	8	1
446	9	0
446	10	1
446	11	1
448	0	0
448	1	0
448	2	0
448	3	0
448	4	0
448	5	1
448	6	1
448	7	1
448	8	1
448	9	0
448	10	0
448	11	1
450	0	0
450	1	0
450	2	0
450	3	0
450	4	0
450	5	0
450	6	0
450	7	1
450	8	1
450	9	0
450	10	0
450	11	1
452	0	1
452	1	1
452	2	1
452	3	0
452	4	1
452	5	1
452	6	1
452	7	1
452	8	1
452	9	1
452	10	1
452	11	1
454	0	1
454	1	1
454	2	1
454	3	1
454	4	1
454	5	1
454	6	1
454	7	1
454	8	1
454	9	1
454	10	1
454	11	1
456	0	1
456	1	1
456	2	1
456	3	1
456	4	1
456	5	1
456	6	1
456	7	1
456	8	1
456	9	1
456	10	1
456	11	1
458	0	1
458	1	1
458	2	1
458	3	1
458	4	1
458	5	1
458	6	1
458	7	1
458	8	1
458	9	1
458	10	1
458	11	1
460	0	1
460	1	1
460	2	1
460	3	1
460	4	1
460	5	1
460	6	1
460	7	1
460	8	1
460	9	1
460	10	1
460	11	1
462	0	1
462	1	1
462	2	0
462	3	1
462	4	1
462	5	1
462	6	1
462	7	1
462	8	1
462	9	1
462	10	1
462	11	1
464	0	1
464	1	1
464	2	1
464	3	1
464	4	1
464	5	1
464	6	1
464	7	1
464	8	1
464	9	1
464	10	1
464	11	1
466	0	1
466	1	1
466	2	0
466	3	0
466	4	1
466	5	1
466	6	1
466	7	1
466	8	1
466	9	1
466	10	1
466	11	1
468	0	1
468	1	1
468	2	0
468	3	0
468	4	0
468	5	1
468	6	1
468	7	1
468	8	1
468	9	1
468	10	1
468	11	1
470	0	1
470	1	1
470	2	1
470	3	0
470	4	1
470	5	1
470	6	1
470	7	0
470	8	1
470	9	0
470	10	1
470	11	1
472	0	1
472	1	1
472	2	1
472	3	0
472	4	1
472	5	1
472	6	1
472	7	0
472	8	1
472	9	0
472	10	1
472	11	1
474	0	1
474	1	0
474	2	1
474	3	0
474	4	0
474	5	1
474	6	1
474	7	0
474	8	1
474	9	0
474	10	0
474	11	1
476	0	1
476	1	0
476	2	1
476	3	0
476	4	0
476	5	1
476	6	1
476	7	0
476	8	1
476	9	0
476	10	0
476	11	1
478	0	1
478	1	0
478	2	1
478	3	1
478	4	1
478	5	1
478	6	1
478	7	1
478	8	1
478	9	1
478	10	1
478	11	1
480	0	1
480	1	0
480	2	0
480	3	1
480	4	0
480	5	1
480	6	0
480	7	1
480	8	1
480	9	1
480	10	0
480	11	0
482	0	1
482	1	1
482	2	0
482	3	1
482	4	1
482	5	1
482	6	1
482	7	1
482	8	1
482	9	1
482	10	1
482	11	1
484	0	1
484	1	1
484	2	1
484	3	1
484	4	1
484	5	1
484	6	1
484	7	1
484	8	1
484	9	1
484	10	1
484	11	1
486	0	0
486	1	1
486	2	1
486	3	0
486	4	1
486	5	1
486	6	1
486	7	1
486	8	1
486	9	1
486	10	1
486	11	1
488	0	1
488	1	1
488	2	1
488	3	1
488	4	1
488	5	1
488	6	1
488	7	1
488	8	1
488	9	1
488	10	1
488	11	1
490	0	1
490	1	1
490	2	1
490	3	1
490	4	1
490	5	1
490	6	1
490	7	1
490	8	1
490	9	1
490	10	1
490	11	1
492	0	1
492	1	1
492	2	1
492	3	0
492	4	1
492	5	1
492	6	1
492	7	1
492	8	1
492	9	1
492	10	1
492	11	1
494	0	1
494	1	1
494	2	1
494	3	0
494	4	1
494	5	1
494	6	1
494	7	1
494	8	1
494	9	1
494	10	1
494	11	1
496	0	1
496	1	1
496	2	1
496	3	0
496	4	1
496	5	1
496	6	1
496	7	1
496	8	1
496	9	1
496	10	1
496	11	1
498	0	1
498	1	1
498	2	1
498	3	0
498	4	1
498	5	1
498	6	1
498	7	1
498	8	1
498	9	1
498	10	1
498	11	1
500	0	1
500	1	1
500	2	1
500	3	0
500	4	1
500	5	1
500	6	1
500	7	1
500	8	1
500	9	1
500	10	1
500	11	0
502	0	1
502	1	1
502	2	1
502	3	0
502	4	1
502	5	1
502	6	1
502	7	1
502	8	1
502	9	1
502	10	1
502	11	1
504	0	1
504	1	1
504	2	1
504	3	0
504	4	1
504	5	1
504	6	1
504	7	1
504	8	1
504	9	1
504	10	1
504	11	1
506	0	1
506	1	1
506	2	1
506	3	0
506	4	1
506	5	1
506	6	1
506	7	1
506	8	1
506	9	1
506	10	1
506	11	1
508	0	1
508	1	0
508	2	1
508	3	0
508	4	0
508	5	1
508	6	1
508	7	1
508	8	1
508	9	1
508	10	0
508	11	1
510	0	0
510	1	0
510	2	1
510	3	0
510	4	0
510	5	0
510	6	1
510	7	1
510	8	1
510	9	1
510	10	0
510	11	0
512	0	1
512	1	1
512	2	1
512	3	0
512	4	1
512	5	1
512	6	1
512	7	1
512	8	1
512	9	1
512	10	1
512	11	1
514	0	1
514	1	1
514	2	1
514	3	0
514	4	0
514	5	1
514	6	1
514	7	1
514	8	1
514	9	1
514	10	0
514	11	1
516	0	1
516	1	1
516	2	0
516	3	0
516	4	0
516	5	1
516	6	1
516	7	1
516	8	1
516	9	1
516	10	0
516	11	0
518	0	1
518	1	1
518	2	1
518	3	0
518	4	1
518	5	1
518	6	1
518	7	1
518	8	1
518	9	1
518	10	1
518	11	1
520	0	1
520	1	1
520	2	1
520	3	0
520	4	1
520	5	1
520	6	1
520	7	1
520	8	1
520	9	1
520	10	1
520	11	1
522	0	1
522	1	1
522	2	1
522	3	0
522	4	1
522	5	1
522	6	1
522	7	1
522	8	1
522	9	1
522	10	1
522	11	1
524	0	1
524	1	1
524	2	1
524	3	1
524	4	1
524	5	1
524	6	1
524	7	1
524	8	1
524	9	1
524	10	1
524	11	1
526	0	1
526	1	1
526	2	1
526	3	1
526	4	1
526	5	1
526	6	1
526	7	1
526	8	1
526	9	1
526	10	1
526	11	1
528	0	1
528	1	1
528	2	1
528	3	1
528	4	1
528	5	1
528	6	1
528	7	1
528	8	1
528	9	1
528	10	1
528	11	1
530	0	1
530	1	1
530	2	1
530	3	1
530	4	1
530	5	1
530	6	1
530	7	0
530	8	1
530	9	1
530	10	1
530	11	1
532	0	0
532	1	1
532	2	1
532	3	1
532	4	1
532	5	1
532	6	1
532	7	1
532	8	1
532	9	1
532	10	1
532	11	1
534	0	1
534	1	1
534	2	1
534	3	1
534	4	1
534	5	1
534	6	1
534	7	1
534	8	1
534	9	1
534	10	1
534	11	1
536	0	1
536	1	1
536	2	1
536	3	1
536	4	0
536	5	1
536	6	0
536	7	1
536	8	1
536	9	1
536	10	0
536	11	0
538	0	1
538	1	1
538	2	1
538	3	1
538	4	1
538	5	0
538	6	0
538	7	1
538	8	1
538	9	1
538	10	1
538	11	0
540	0	1
540	1	1
540	2	1
540	3	1
540	4	1
540	5	1
540	6	1
540	7	0
540	8	1
540	9	1
540	10	1
540	11	0
542	0	1
542	1	1
542	2	1
542	3	1
542	4	1
542	5	1
542	6	1
542	7	0
542	8	1
542	9	1
542	10	1
542	11	0
544	0	1
544	1	0
544	2	0
544	3	0
544	4	0
544	5	1
544	6	1
544	7	0
544	8	0
544	9	1
544	10	0
544	11	0
546	0	1
546	1	0
546	2	1
546	3	1
546	4	1
546	5	1
546	6	1
546	7	0
546	8	1
546	9	1
546	10	1
546	11	0
548	0	1
548	1	1
548	2	1
548	3	1
548	4	1
548	5	1
548	6	1
548	7	1
548	8	1
548	9	1
548	10	1
548	11	0
550	0	1
550	1	1
550	2	1
550	3	1
550	4	1
550	5	1
550	6	0
550	7	1
550	8	1
550	9	1
550	10	1
550	11	0
552	0	1
552	1	1
552	2	1
552	3	1
552	4	1
552	5	1
552	6	0
552	7	1
552	8	1
552	9	1
552	10	1
552	11	0
554	0	1
554	1	1
554	2	1
554	3	0
554	4	1
554	5	1
554	6	0
554	7	1
554	8	1
554	9	1
554	10	1
554	11	0
556	0	1
556	1	1
556	2	1
556	3	1
556	4	1
556	5	1
556	6	1
556	7	1
556	8	1
556	9	1
556	10	1
556	11	0
558	0	1
558	1	1
558	2	1
558	3	1
558	4	1
558	5	1
558	6	1
558	7	1
558	8	1
558	9	1
558	10	1
558	11	0
560	0	1
560	1	1
560	2	1
560	3	0
560	4	1
560	5	1
560	6	0
560	7	1
560	8	1
560	9	1
560	10	1
560	11	0
562	0	1
562	1	1
562	2	1
562	3	0
562	4	1
562	5	1
562	6	1
562	7	1
562	8	1
562	9	1
562	10	1
562	11	0
564	0	1
564	1	1
564	2	1
564	3	0
564	4	1
564	5	1
564	6	1
564	7	1
564	8	1
564	9	1
564	10	1
564	11	0
566	0	1
566	1	0
566	2	1
566	3	0
566	4	0
566	5	1
566	6	1
566	7	1
566	8	1
566	9	1
566	10	0
566	11	0
568	0	1
568	1	1
568	2	1
568	3	1
568	4	1
568	5	1
568	6	1
568	7	0
568	8	1
568	9	1
568	10	1
568	11	0
570	0	1
570	1	1
570	2	1
570	3	1
570	4	1
570	5	1
570	6	1
570	7	1
570	8	1
570	9	1
570	10	1
570	11	0
572	0	1
572	1	1
572	2	1
572	3	1
572	4	1
572	5	1
572	6	1
572	7	1
572	8	1
572	9	1
572	10	1
572	11	1
574	0	1
574	1	1
574	2	1
574	3	1
574	4	1
574	5	1
574	6	1
574	7	1
574	8	1
574	9	1
574	10	1
574	11	1
576	0	1
576	1	1
576	2	1
576	3	0
576	4	1
576	5	1
576	6	1
576	7	1
576	8	1
576	9	1
576	10	1
576	11	0
578	0	1
578	1	1
578	2	1
578	3	1
578	4	1
578	5	1
578	6	1
578	7	1
578	8	1
578	9	1
578	10	1
578	11	1
580	0	1
580	1	1
580	2	0
580	3	1
580	4	0
580	5	1
580	6	1
580	7	0
580	8	1
580	9	1
580	10	1
580	11	1
582	0	1
582	1	0
582	2	0
582	3	0
582	4	0
582	5	0
582	6	0
582	7	0
582	8	1
582	9	1
582	10	1
582	11	0
584	0	1
584	1	0
584	2	1
584	3	1
584	4	1
584	5	1
584	6	1
584	7	1
584	8	1
584	9	1
584	10	1
584	11	1
586	0	1
586	1	1
586	2	1
586	3	1
586	4	1
586	5	1
586	6	1
586	7	1
586	8	1
586	9	1
586	10	1
586	11	1
588	0	1
588	1	1
588	2	1
588	3	1
588	4	1
588	5	1
588	6	1
588	7	1
588	8	1
588	9	1
588	10	1
588	11	1
590	0	1
590	1	1
590	2	1
590	3	1
590	4	1
590	5	1
590	6	1
590	7	1
590	8	1
590	9	1
590	10	1
590	11	1
592	0	1
592	1	1
592	2	1
592	3	1
592	4	1
592	5	1
592	6	1
592	7	1
592	8	1
592	9	1
592	10	1
592	11	1
594	0	1
594	1	1
594	2	1
594	3	1
594	4	1
594	5	1
594	6	1
594	7	1
594	8	1
594	9	1
594	10	1
594	11	1
596	0	1
596	1	0
596	2	1
596	3	1
596	4	1
596	5	1
596	6	1
596	7	0
596	8	1
596	9	1
596	10	0
596	11	1
598	0	0
598	1	0
598	2	0
598	3	0
598	4	0
598	5	0
598	6	0
598	7	0
598	8	1
598	9	1
598	10	0
598	11	1
600	0	0
600	1	0
600	2	1
600	3	1
600	4	1
600	5	1
600	6	1
600	7	0
600	8	1
600	9	0
600	10	1
600	11	1
602	0	1
602	1	1
602	2	1
602	3	1
602	4	1
602	5	1
602	6	1
602	7	0
602	8	1
602	9	0
602	10	1
602	11	1
604	0	1
604	1	1
604	2	1
604	3	0
604	4	1
604	5	1
604	6	1
604	7	0
604	8	0
604	9	1
604	10	1
604	11	1
606	0	1
606	1	1
606	2	1
606	3	1
606	4	1
606	5	1
606	6	1
606	7	0
606	8	1
606	9	1
606	10	1
606	11	1
608	0	1
608	1	1
608	2	0
608	3	1
608	4	0
608	5	1
608	6	1
608	7	0
608	8	1
608	9	1
608	10	0
608	11	1
610	0	1
610	1	1
610	2	1
610	3	0
610	4	1
610	5	1
610	6	1
610	7	0
610	8	1
610	9	1
610	10	1
610	11	1
612	0	1
612	1	1
612	2	1
612	3	1
612	4	1
612	5	1
612	6	1
612	7	0
612	8	1
612	9	1
612	10	1
612	11	1
614	0	1
614	1	1
614	2	1
614	3	1
614	4	1
614	5	1
614	6	1
614	7	0
614	8	1
614	9	1
614	10	1
614	11	1
616	0	1
616	1	1
616	2	1
616	3	0
616	4	1
616	5	1
616	6	1
616	7	0
616	8	1
616	9	1
616	10	1
616	11	1
618	0	1
618	1	1
618	2	1
618	3	1
618	4	1
618	5	1
618	6	1
618	7	0
618	8	1
618	9	1
618	10	1
618	11	1
620	0	1
620	1	1
620	2	1
620	3	1
620	4	0
620	5	1
620	6	1
620	7	0
620	8	1
620	9	1
620	10	1
620	11	0
622	0	1
622	1	1
622	2	0
622	3	0
622	4	0
622	5	0
622	6	0
622	7	0
622	8	0
622	9	0
622	10	0
622	11	0
624	0	1
624	1	1
624	2	1
624	3	1
624	4	1
624	5	0
624	6	1
624	7	0
624	8	1
624	9	1
624	10	1
624	11	1
626	0	1
626	1	1
626	2	1
626	3	0
626	4	1
626	5	1
626	6	1
626	7	0
626	8	1
626	9	1
626	10	1
626	11	1
628	0	1
628	1	1
628	2	1
628	3	1
628	4	1
628	5	1
628	6	1
628	7	0
628	8	1
628	9	1
628	10	1
628	11	1
630	0	1
630	1	0
630	2	1
630	3	1
630	4	1
630	5	1
630	6	1
630	7	0
630	8	1
630	9	1
630	10	1
630	11	1
632	0	1
632	1	1
632	2	1
632	3	1
632	4	1
632	5	1
632	6	1
632	7	1
632	8	1
632	9	1
632	10	1
632	11	1
634	0	1
634	1	1
634	2	1
634	3	0
634	4	1
634	5	1
634	6	1
634	7	1
634	8	1
634	9	1
634	10	1
634	11	1
636	0	1
636	1	0
636	2	1
636	3	1
636	4	1
636	5	1
636	6	1
636	7	1
636	8	1
636	9	1
636	10	1
636	11	1
638	0	1
638	1	0
638	2	1
638	3	1
638	4	1
638	5	1
638	6	1
638	7	1
638	8	1
638	9	1
638	10	1
638	11	1
640	0	1
640	1	1
640	2	1
640	3	1
640	4	1
640	5	1
640	6	1
640	7	1
640	8	1
640	9	1
640	10	1
640	11	1
642	0	1
642	1	1
642	2	1
642	3	1
642	4	1
642	5	1
642	6	1
642	7	1
642	8	1
642	9	1
642	10	1
642	11	1
644	0	1
644	1	1
644	2	0
644	3	1
644	4	0
644	5	1
644	6	1
644	7	1
644	8	1
644	9	1
644	10	0
644	11	1
646	0	1
646	1	1
646	2	0
646	3	0
646	4	0
646	5	0
646	6	0
646	7	1
646	8	1
646	9	1
646	10	0
646	11	0
648	0	0
648	1	1
648	2	1
648	3	1
648	4	1
648	5	1
648	6	1
648	7	1
648	8	1
648	9	1
648	10	1
648	11	1
650	0	1
650	1	1
650	2	1
650	3	1
650	4	1
650	5	1
650	6	1
650	7	0
650	8	1
650	9	1
650	10	1
650	11	1
652	0	1
652	1	1
652	2	1
652	3	1
652	4	1
652	5	1
652	6	1
652	7	0
652	8	1
652	9	1
652	10	1
652	11	1
654	0	1
654	1	1
654	2	1
654	3	1
654	4	1
654	5	1
654	6	1
654	7	0
654	8	1
654	9	1
654	10	1
654	11	1
656	0	1
656	1	1
656	2	1
656	3	1
656	4	1
656	5	1
656	6	1
656	7	0
656	8	1
656	9	1
656	10	1
656	11	1
658	0	1
658	1	1
658	2	1
658	3	1
658	4	1
658	5	1
658	6	1
658	7	1
658	8	1
658	9	1
658	10	1
658	11	1
660	0	1
660	1	1
660	2	1
660	3	1
660	4	1
660	5	1
660	6	1
660	7	1
660	8	1
660	9	1
660	10	1
660	11	1
662	0	1
662	1	1
662	2	1
662	3	1
662	4	1
662	5	1
662	6	1
662	7	1
662	8	1
662	9	1
662	10	1
662	11	0
664	0	1
664	1	1
664	2	1
664	3	1
664	4	1
664	5	1
664	6	1
664	7	1
664	8	1
664	9	1
664	10	1
664	11	0
666	0	1
666	1	1
666	2	1
666	3	1
666	4	1
666	5	1
666	6	1
666	7	1
666	8	1
666	9	1
666	10	1
666	11	0
668	0	1
668	1	1
668	2	1
668	3	0
668	4	0
668	5	1
668	6	1
668	7	1
668	8	1
668	9	1
668	10	1
668	11	0
670	0	1
670	1	1
670	2	1
670	3	1
670	4	1
670	5	1
670	6	1
670	7	0
670	8	1
670	9	1
670	10	1
670	11	1
672	0	1
672	1	1
672	2	1
672	3	0
672	4	1
672	5	1
672	6	1
672	7	0
672	8	1
672	9	1
672	10	1
672	11	1
674	0	1
674	1	1
674	2	1
674	3	0
674	4	1
674	5	1
674	6	1
674	7	1
674	8	1
674	9	1
674	10	1
674	11	1
676	0	1
676	1	1
676	2	1
676	3	0
676	4	0
676	5	0
676	6	1
676	7	1
676	8	1
676	9	1
676	10	1
676	11	1
678	0	0
678	1	1
678	2	0
678	3	0
678	4	0
678	5	0
678	6	0
678	7	1
678	8	1
678	9	1
678	10	1
678	11	0
680	0	0
680	1	0
680	2	0
680	3	1
680	4	1
680	5	0
680	6	1
680	7	0
680	8	1
680	9	0
680	10	1
680	11	0
682	0	0
682	1	0
682	2	0
682	3	1
682	4	1
682	5	1
682	6	1
682	7	0
682	8	1
682	9	0
682	10	1
682	11	0
684	0	1
684	1	1
684	2	1
684	3	1
684	4	1
684	5	1
684	6	1
684	7	0
684	8	1
684	9	0
684	10	1
684	11	0
686	0	1
686	1	1
686	2	1
686	3	1
686	4	0
686	5	0
686	6	1
686	7	0
686	8	1
686	9	0
686	10	0
686	11	0
688	0	1
688	1	1
688	2	1
688	3	0
688	4	1
688	5	1
688	6	1
688	7	0
688	8	1
688	9	0
688	10	1
688	11	0
690	0	1
690	1	1
690	2	1
690	3	1
690	4	1
690	5	1
690	6	1
690	7	0
690	8	1
690	9	1
690	10	1
690	11	0
692	0	1
692	1	1
692	2	1
692	3	1
692	4	1
692	5	1
692	6	1
692	7	0
692	8	1
692	9	1
692	10	1
692	11	1
694	0	1
694	1	1
694	2	1
694	3	1
694	4	0
694	5	1
694	6	0
694	7	0
694	8	1
694	9	1
694	10	0
694	11	1
696	0	1
696	1	1
696	2	1
696	3	1
696	4	1
696	5	1
696	6	1
696	7	0
696	8	1
696	9	1
696	10	1
696	11	1
698	0	1
698	1	1
698	2	1
698	3	1
698	4	1
698	5	1
698	6	1
698	7	0
698	8	1
698	9	1
698	10	1
698	11	1
700	0	1
700	1	1
700	2	1
700	3	1
700	4	1
700	5	1
700	6	1
700	7	0
700	8	1
700	9	1
700	10	1
700	11	1
702	0	1
702	1	0
702	2	1
702	3	1
702	4	1
702	5	1
702	6	1
702	7	0
702	8	1
702	9	0
702	10	0
702	11	1
704	0	1
704	1	1
704	2	1
704	3	1
704	4	1
704	5	1
704	6	1
704	7	0
704	8	1
704	9	1
704	10	1
704	11	1
706	0	1
706	1	0
706	2	1
706	3	1
706	4	1
706	5	1
706	6	1
706	7	1
706	8	1
706	9	1
706	10	1
706	11	1
708	0	1
708	1	0
708	2	1
708	3	1
708	4	1
708	5	1
708	6	1
708	7	1
708	8	1
708	9	1
708	10	1
708	11	1
710	0	1
710	1	0
710	2	1
710	3	1
710	4	1
710	5	1
710	6	1
710	7	1
710	8	1
710	9	1
710	10	1
710	11	1
712	0	1
712	1	0
712	2	1
712	3	1
712	4	1
712	5	1
712	6	0
712	7	1
712	8	1
712	9	1
712	10	1
712	11	1
714	0	1
714	1	0
714	2	1
714	3	1
714	4	1
714	5	0
714	6	1
714	7	1
714	8	1
714	9	1
714	10	1
714	11	1
716	0	1
716	1	0
716	2	1
716	3	1
716	4	1
716	5	1
716	6	1
716	7	1
716	8	1
716	9	1
716	10	1
716	11	1
718	0	1
718	1	1
718	2	1
718	3	1
718	4	1
718	5	1
718	6	1
718	7	1
718	8	1
718	9	1
718	10	1
718	11	1
720	0	1
720	1	1
720	2	1
720	3	1
720	4	1
720	5	1
720	6	1
720	7	1
720	8	1
720	9	1
720	10	1
720	11	1
722	0	1
722	1	0
722	2	1
722	3	1
722	4	1
722	5	1
722	6	1
722	7	1
722	8	1
722	9	1
722	10	1
722	11	1
724	0	0
724	1	0
724	2	1
724	3	1
724	4	0
724	5	1
724	6	0
724	7	1
724	8	1
724	9	1
724	10	0
724	11	1
726	0	1
726	1	0
726	2	1
726	3	1
726	4	1
726	5	1
726	6	1
726	7	0
726	8	1
726	9	1
726	10	1
726	11	1
728	0	1
728	1	0
728	2	1
728	3	1
728	4	0
728	5	1
728	6	1
728	7	0
728	8	1
728	9	1
728	10	0
728	11	1
730	0	1
730	1	0
730	2	1
730	3	1
730	4	0
730	5	1
730	6	1
730	7	0
730	8	1
730	9	1
730	10	0
730	11	1
732	0	1
732	1	0
732	2	1
732	3	1
732	4	1
732	5	1
732	6	1
732	7	0
732	8	1
732	9	1
732	10	1
732	11	1
734	0	0
734	1	0
734	2	1
734	3	1
734	4	1
734	5	1
734	6	1
734	7	0
734	8	1
734	9	1
734	10	1
734	11	1
736	0	0
736	1	0
736	2	1
736	3	1
736	4	0
736	5	1
736	6	0
736	7	0
736	8	1
736	9	1
736	10	0
736	11	1
738	0	0
738	1	0
738	2	1
738	3	1
738	4	0
738	5	1
738	6	0
738	7	0
738	8	1
738	9	1
738	10	0
738	11	1
740	0	1
740	1	0
740	2	1
740	3	1
740	4	1
740	5	1
740	6	1
740	7	1
740	8	1
740	9	1
740	10	1
740	11	1
742	0	1
742	1	0
742	2	1
742	3	1
742	4	1
742	5	1
742	6	1
742	7	1
742	8	1
742	9	1
742	10	1
742	11	1
744	0	1
744	1	0
744	2	1
744	3	1
744	4	1
744	5	1
744	6	1
744	7	1
744	8	1
744	9	1
744	10	1
744	11	1
746	0	1
746	1	0
746	2	0
746	3	1
746	4	0
746	5	1
746	6	1
746	7	1
746	8	1
746	9	1
746	10	0
746	11	0
748	0	1
748	1	0
748	2	1
748	3	1
748	4	1
748	5	1
748	6	1
748	7	1
748	8	1
748	9	1
748	10	1
748	11	1
750	0	1
750	1	0
750	2	0
750	3	0
750	4	0
750	5	0
750	6	1
750	7	0
750	8	1
750	9	1
750	10	0
750	11	1
752	0	1
752	1	0
752	2	0
752	3	0
752	4	0
752	5	0
752	6	0
752	7	0
752	8	0
752	9	1
752	10	0
752	11	1
754	0	1
754	1	0
754	2	0
754	3	0
754	4	0
754	5	0
754	6	0
754	7	0
754	8	0
754	9	1
754	10	0
754	11	1
756	0	1
756	1	0
756	2	0
756	3	0
756	4	0
756	5	0
756	6	0
756	7	0
756	8	0
756	9	1
756	10	0
756	11	0
758	0	1
758	1	1
758	2	1
758	3	1
758	4	1
758	5	1
758	6	1
758	7	0
758	8	1
758	9	1
758	10	1
758	11	1
760	0	1
760	1	1
760	2	1
760	3	1
760	4	1
760	5	1
760	6	0
760	7	0
760	8	1
760	9	1
760	10	1
760	11	1
762	0	1
762	1	1
762	2	1
762	3	1
762	4	1
762	5	1
762	6	1
762	7	0
762	8	1
762	9	1
762	10	1
762	11	1
764	0	1
764	1	0
764	2	1
764	3	1
764	4	1
764	5	1
764	6	1
764	7	0
764	8	1
764	9	1
764	10	1
764	11	1
766	0	1
766	1	0
766	2	1
766	3	1
766	4	1
766	5	1
766	6	1
766	7	0
766	8	1
766	9	1
766	10	1
766	11	0
768	0	1
768	1	0
768	2	1
768	3	1
768	4	1
768	5	1
768	6	1
768	7	0
768	8	1
768	9	1
768	10	0
768	11	1
770	0	0
770	1	0
770	2	1
770	3	0
770	4	0
770	5	0
770	6	1
