0.001754	0.005064	0.010977	0.074195	0.958231	0.951811	0.058618	0.719652	0.014144	0.009760	0.000709	0.011903
0.002071	0.004625	0.015045	0.055235	0.934531	0.943391	0.094060	0.628082	0.012933	0.006878	0.000866	0.012930
0.002199	0.003518	0.013726	0.050876	0.872316	0.954436	0.069603	0.378134	0.015543	0.005201	0.000481	0.017511
0.001631	0.003165	0.015807	0.062230	0.874777	0.959401	0.126980	0.164787	0.013274	0.008735	0.000705	0.017006
0.001000	0.004143	0.011262	0.027918	0.830380	0.948184	0.195789	0.325937	0.011957	0.007758	0.000558	0.011283
0.000816	0.004023	0.018737	0.039096	0.801799	0.947243	0.295351	0.034271	0.008082	0.009734	0.000507	0.012510
0.001388	0.003964	0.023946	0.056096	0.786690	0.961322	0.937669	0.043416	0.010033	0.008406	0.000456	0.009942
0.001355	0.003178	0.015326	0.060999	0.755073	0.851328	0.964232	0.030761	0.011104	0.011174	0.000619	0.014078
0.001836	0.003695	0.007339	0.060356	0.670050	0.848377	0.984633	0.029775	0.012482	0.011584	0.000723	0.019561
0.002155	0.003138	0.012762	0.045631	0.858233	0.905224	0.993017	0.030919	0.007993	0.006999	0.000588	0.014632
0.002867	0.003486	0.014255	0.036301	0.833099	0.929862	0.982070	0.035815	0.013556	0.007012	0.000685	0.010425
0.002744	0.003197	0.013109	0.016117	0.879369	0.912690	0.983393	0.050677	0.010866	0.006119	0.000483	0.012469
0.003185	0.003097	0.012174	0.038481	0.936706	0.921567	0.967749	0.049728	0.007892	0.011632	0.000886	0.010370
0.002710	0.005864	0.017565	0.026111	0.945429	0.941695	0.993978	0.050032	0.008915	0.007804	0.000573	0.007915
0.002040	0.006345	0.017128	0.017703	0.929630	0.977109	0.995888	0.037945	0.010638	0.006377	0.000456	0.014985
0.001290	0.005545	0.012039	0.024001	0.899901	0.940775	0.988330	0.029060	0.007596	0.004755	0.000817	0.018087
0.001776	0.004146	0.009616	0.012664	0.935336	0.968400	0.972413	0.041364	0.006972	0.004148	0.000327	0.013096
0.001467	0.004430	0.009979	0.009591	0.882464	0.981089	0.952470	0.048407	0.008580	0.003542	0.000512	0.016090
0.002076	0.003076	0.014107	0.007928	0.931743	0.969046	0.869436	0.038967	0.009925	0.004068	0.000387	0.013200
0.001572	0.004908	0.025813	0.011155	0.926888	0.969377	0.952363	0.042108	0.012441	0.003857	0.000311	0.010604
0.001525	0.004162	0.018568	0.020561	0.953163	0.968220	0.970250	0.039559	0.011644	0.004113	0.000470	0.014217
0.002924	0.007458	0.025114	0.019243	0.942249	0.985055	0.960671	0.043892	0.013225	0.002959	0.000695	0.011790
0.003158	0.005993	0.015009	0.036149	0.949437	0.994683	0.933842	0.039491	0.010230	0.004454	0.000405	0.010958
0.001443	0.004701	0.009471	0.020865	0.978457	0.989817	0.960825	0.040868	0.015722	0.003445	0.000524	0.013143
0.001912	0.003080	0.015531	0.018645	0.979525	0.994927	0.911685	0.037461	0.012273	0.002872	0.000473	0.010839
0.001497	0.004910	0.013373	0.016950	0.954898	0.986538	0.984942	0.035406	0.007437	0.006847	0.000389	0.011723
0.001444	0.004298	0.013580	0.017768	0.931323	0.994462	0.994051	0.034952	0.005899	0.003075	0.000339	0.005247
0.001192	0.003637	0.015316	0.013606	0.976895	0.991640	0.991031	0.030879	0.005828	0.005453	0.000542	0.011362
0.001056	0.003504	0.012019	0.019245	0.945342	0.992356	0.982655	0.032683	0.006343	0.005138	0.000370	0.009956
0.000821	0.004109	0.011936	0.013414	0.973280	0.994417	0.981119	0.036369	0.006347	0.004934	0.000432	0.009894
0.001850	0.003009	0.010622	0.014613	0.955642	0.992572	0.979602	0.043572	0.005852	0.003417	0.000374	0.008224
0.001023	0.003144	0.011140	0.007396	0.940802	0.995607	0.975150	0.036098	0.005183	0.005726	0.000459	0.012335
0.001114	0.004721	0.013705	0.004966	0.980793	0.997825	0.971127	0.037583	0.005475	0.007358	0.000462	0.016530
0.001297	0.003313	0.012414	0.007046	0.990196	0.996426	0.968968	0.037164	0.005576	0.007482	0.000446	0.020238
0.001536	0.004453	0.011691	0.008243	0.992730	0.997997	0.981631	0.033422	0.007725	0.007932	0.000579	0.018110
0.000927	0.004079	0.016191	0.010119	0.986044	0.998426	0.977545	0.043209	0.009919	0.009103	0.000800	0.009679
0.000978	0.004373	0.010922	0.006965	0.990998	0.997718	0.993619	0.037102	0.009673	0.008488	0.000612	0.011944
0.001785	0.004132	0.011311	0.009492	0.987512	0.998653	0.991009	0.034358	0.010756	0.004969	0.000729	0.013500
0.001421	0.004448	0.019660	0.015274	0.992367	0.998513	0.992224	0.031469	0.009987	0.006543	0.000561	0.014959
0.001156	0.003661	0.021080	0.010229	0.973834	0.999526	0.993956	0.035421	0.013628	0.006067	0.000557	0.013986
0.001458	0.004094	0.020963	0.008130	0.978577	0.999390	0.990211	0.040466	0.005803	0.004681	0.000308	0.013195
0.001138	0.003799	0.015450	0.013890	0.961420	0.999433	0.990905	0.040401	0.007850	0.007092	0.000383	0.010056
0.001508	0.004474	0.010235	0.010415	0.963704	0.999793	0.988002	0.037529	0.005912	0.007911	0.000386	0.010127
0.001748	0.003932	0.021133	0.005904	0.973319	0.999614	0.989271	0.043919	0.004308	0.006752	0.000310	0.010707
0.001424	0.003733	0.010645	0.008554	0.950099	0.999456	0.984880	0.040933	0.008805	0.005403	0.000368	0.013522
0.001093	0.004577	0.013909	0.005701	0.954039	0.998125	0.989010	0.035895	0.005517	0.005931	0.000390	0.014025
0.000892	0.006610	0.022536	0.011904	0.918921	0.997017	0.982772	0.026864	0.003520	0.004046	0.000323	0.007402
0.000916	0.005124	0.031765	0.015987	0.971979	0.977659	0.990120	0.036101	0.003983	0.007064	0.000424	0.011997
0.000897	0.004428	0.019819	0.010191	0.978178	0.983728	0.995050	0.036589	0.004302	0.006432	0.000282	0.013444
0.001039	0.004193	0.025719	0.021707	0.969742	0.990741	0.974978	0.032417	0.007720	0.006027	0.000482	0.012388
0.001390	0.003560	0.015102	0.028090	0.993541	0.977355	0.921599	0.037325	0.004786	0.006968	0.000409	0.013384
0.001492	0.004006	0.024822	0.007561	0.987464	0.977811	0.955324	0.037785	0.007295	0.008411	0.000534	0.012333
0.002186	0.003917	0.028360	0.024712	0.995082	0.936109	0.957221	0.034685	0.009324	0.011968	0.000395	0.012393
0.001552	0.004431	0.026966	0.020151	0.993355	0.950130	0.976834	0.039961	0.011891	0.007781	0.000423	0.016979
0.001852	0.003140	0.023679	0.108540	0.990772	0.921589	0.985927	0.037543	0.004633	0.010145	0.000455	0.014676
0.001421	0.004021	0.022801	0.095067	0.994846	0.886136	0.966935	0.036119	0.006166	0.009797	0.000356	0.014047
0.001057	0.004724	0.020092	0.112996	0.996293	0.920199	0.979809	0.036949	0.005462	0.010964	0.000351	0.014512
0.001559	0.004514	0.015582	0.040559	0.995801	0.953150	0.989534	0.045076	0.009383	0.011149	0.000622	0.009845
0.001228	0.004899	0.027057	0.033973	0.996743	0.969474	0.969890	0.039168	0.011959	0.008370	0.000447	0.015381
0.001523	0.004785	0.032167	0.022136	0.997614	0.930561	0.971528	0.044029	0.011274	0.005214	0.000448	0.016255
0.001507	0.003973	0.014360	0.015262	0.993401	0.978946	0.970984	0.041720	0.005157	0.005523	0.000274	0.007480
0.001612	0.004837	0.010359	0.019593	0.998516	0.913149	0.922310	0.040169	0.010889	0.007610	0.000391	0.009374
0.002054	0.004080	0.010393	0.035081	0.996602	0.981371	0.925106	0.037503	0.015847	0.005092	0.000342	0.010462
0.001135	0.003882	0.010524	0.044794	0.997259	0.966435	0.938631	0.034751	0.009847	0.008699	0.000269	0.010037
0.001808	0.004484	0.012836	0.026238	0.998800	0.990896	0.917019	0.028378	0.013589	0.004598	0.000256	0.015969
