0.134050	0.902111	0.933617	0.897981	0.901553	0.950500	0.723970	0.894043	0.928927	0.989162	0.851574	0.916273
0.146588	0.651048	0.772062	0.947735	0.920679	0.991155	0.916020	0.922426	0.900578	0.978273	0.896650	0.933882
0.087810	0.926118	0.896340	0.851744	0.952527	0.984661	0.960429	0.980621	0.915180	0.960634	0.864028	0.905325
0.041331	0.836692	0.725487	0.793897	0.922332	0.967881	0.767658	0.890442	0.925478	0.958736	0.872293	0.902339
0.094804	0.832292	0.951111	0.937470	0.928438	0.956914	0.945262	0.962711	0.917649	0.987081	0.640683	0.818233
0.080049	0.913575	0.919420	0.932182	0.895278	0.952097	0.428447	0.973821	0.969272	0.964930	0.822221	0.816320
0.060459	0.784472	0.968953	0.843969	0.820668	0.940763	0.862556	0.914137	0.976869	0.985040	0.915301	0.936991
0.152519	0.881309	0.907347	0.934650	0.887921	0.979690	0.189248	0.980520	0.955293	0.978703	0.575964	0.907480
0.100980	0.753859	0.775072	0.944627	0.940046	0.975872	0.561009	0.960337	0.929128	0.923916	0.715486	0.883116
0.140627	0.810499	0.909683	0.898400	0.899953	0.989110	0.777263	0.983340	0.934429	0.967177	0.819442	0.906537
0.115573	0.752805	0.886155	0.903779	0.886197	0.959889	0.819621	0.894903	0.932074	0.976455	0.818921	0.980789
0.100503	0.776912	0.948737	0.873358	0.970300	0.958511	0.746605	0.982386	0.939264	0.988688	0.586009	0.875894
0.143424	0.776589	0.947703	0.923685	0.944597	0.968097	0.919803	0.949647	0.965560	0.950637	0.759999	0.919828
0.082305	0.831619	0.934537	0.971123	0.926105	0.962486	0.912988	0.971101	0.941599	0.977797	0.908512	0.896660
0.112023	0.809820	0.927435	0.858168	0.747540	0.962154	0.458150	0.921956	0.946128	0.971101	0.818712	0.932324
0.290917	0.832667	0.931174	0.864920	0.895321	0.975873	0.938577	0.982312	0.982330	0.968959	0.807259	0.719065
0.092148	0.822151	0.993465	0.948032	0.899136	0.973165	0.456735	0.967985	0.919600	0.985434	0.693724	0.913246
0.438723	0.864177	0.922612	0.786198	0.923221	0.976119	0.544560	0.845140	0.928787	0.953676	0.847237	0.642894
0.077078	0.818701	0.981383	0.822894	0.875778	0.992237	0.409192	0.914865	0.862807	0.981574	0.835771	0.951312
0.284723	0.812654	0.865009	0.617317	0.792611	0.982867	0.048365	0.972751	0.898400	0.907630	0.775840	0.922903
0.264987	0.787174	0.884218	0.887902	0.987052	0.992391	0.160887	0.937403	0.945485	0.947029	0.919985	0.912837
0.196103	0.839656	0.900446	0.908693	0.912858	0.976368	0.313620	0.934831	0.919043	0.968429	0.922546	0.922319
0.282215	0.841097	0.953544	0.834943	0.909675	0.979053	0.082497	0.974387	0.859885	0.980274	0.931346	0.933600
0.289285	0.663412	0.920446	0.913134	0.911583	0.975877	0.358600	0.980031	0.960443	0.942134	0.900339	0.860510
0.606303	0.887193	0.951996	0.886164	0.725720	0.957615	0.213063	0.977807	0.890029	0.908275	0.776814	0.931372
0.292231	0.851201	0.881155	0.871907	0.940508	0.942668	0.328528	0.955903	0.875689	0.951489	0.863358	0.899702
0.103744	0.806310	0.982046	0.911358	0.956011	0.981555	0.152164	0.952413	0.937045	0.941297	0.872984	0.844411
0.329588	0.823062	0.990268	0.910965	0.986256	0.981382	0.285086	0.925318	0.950130	0.948719	0.799372	0.864924
0.177850	0.806424	0.867529	0.970142	0.963374	0.938861	0.160939	0.912965	0.926564	0.965920	0.911674	0.914520
0.176139	0.808118	0.867049	0.815505	0.962037	0.968413	0.237389	0.958749	0.889386	0.987330	0.888983	0.935852
0.079201	0.834643	0.954590	0.782544	0.860019	0.979404	0.049179	0.937371	0.696042	0.979018	0.888126	0.900790
0.166031	0.870376	0.971607	0.754723	0.772385	0.894784	0.045102	0.949135	0.675800	0.974627	0.600514	0.654450
