0.851008	0.762672	0.952293	0.673524	0.873052	0.837100	0.830749	0.976768	0.992226	0.996304	0.757839	0.941463
0.873792	0.718041	0.955071	0.699026	0.887007	0.771871	0.767776	0.984135	0.995916	0.997134	0.756305	0.944897
0.855551	0.692220	0.947170	0.877196	0.924647	0.792777	0.764441	0.983396	0.993205	0.997232	0.771082	0.974028
0.823893	0.593692	0.957732	0.821255	0.950722	0.800071	0.805272	0.980158	0.992871	0.997920	0.737584	0.777084
0.829534	0.585004	0.936952	0.706386	0.940504	0.821404	0.804301	0.984735	0.988250	0.995109	0.796092	0.902109
0.853811	0.753770	0.918659	0.756386	0.910698	0.850135	0.824501	0.977235	0.988344	0.993715	0.759251	0.987374
0.873246	0.721670	0.907076	0.786237	0.948413	0.727068	0.825257	0.973779	0.993659	0.995272	0.668101	0.966331
0.900372	0.765525	0.881900	0.781748	0.949684	0.616630	0.895413	0.971861	0.993821	0.995807	0.662443	0.983710
0.899186	0.617993	0.852369	0.926435	0.941761	0.670028	0.872856	0.968394	0.988724	0.990473	0.636398	0.972137
0.920368	0.654498	0.949101	0.922041	0.956956	0.726658	0.887469	0.977991	0.988176	0.995838	0.672786	0.964456
0.898134	0.708287	0.899139	0.932791	0.938625	0.686188	0.854529	0.966347	0.987536	0.994627	0.645674	0.978644
0.873067	0.735042	0.938599	0.864175	0.951043	0.753006	0.802685	0.967954	0.984568	0.996095	0.575109	0.974981
0.902510	0.669058	0.958710	0.938782	0.919511	
